kommune_navn,fylke,målform,kommune_nr,from_url,pdf_link
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/vann-og-avlop/arbeider-pa-vann--og-avlopsnettet/fylle-opp-terreng-over-kommunale-ledninger/,https://www.lillestrom.kommune.no/globalassets/pdf/kultur-miljo-og-samfunn/teknisk/vann-og-vannmiljo/standard_abbvilkar_administrative_bestemmelser_2017.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/samfunnsutvikling/planer/reguleringsplaner/utarbeide-reguleringsplanforslag/,https://www.lillestrom.kommune.no/globalassets/pdf/planer-og-strategier/mal-stedsanalyse_pdf.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/samfunnsutvikling/planer/reguleringsplaner/utarbeide-reguleringsplanforslag/,https://www.lillestrom.kommune.no/contentassets/23f20991041a4b77bbdf41f67896ca06/sjekkliste-for-utarbeidelse-av-reguleringsplankart.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/samfunnsutvikling/planer/reguleringsplaner/utarbeide-reguleringsplanforslag/,https://www.lillestrom.kommune.no/contentassets/23f20991041a4b77bbdf41f67896ca06/byromsprogram.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/samfunnsutvikling/planer/reguleringsplaner/utarbeide-reguleringsplanforslag/,https://www.lillestrom.kommune.no/contentassets/23f20991041a4b77bbdf41f67896ca06/estetisk-redegjorelse.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/samfunnsutvikling/planer/reguleringsplaner/utarbeide-reguleringsplanforslag/,https://www.lillestrom.kommune.no/contentassets/23f20991041a4b77bbdf41f67896ca06/volum--og-funksjonsanalyse.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/bygg-og-eiendom/skal-du-bygge-rive-eller-endre/ma-du-sende-byggesoknad/frittstaende-bygning/,https://dibk.no/globalassets/blanketter_utfyllbare/alle-blanketter/5188-melding-om-bygning-eller-tilbygg-som-er-unntatt-soknadsplikt.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/bygg-og-eiendom/skal-du-bygge-rive-eller-endre/ma-du-sende-byggesoknad/garasje-og-carport/,https://dibk.no/globalassets/blanketter_utfyllbare/alle-blanketter/5188-melding-om-bygning-eller-tilbygg-som-er-unntatt-soknadsplikt.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/bygg-og-eiendom/skal-du-bygge-rive-eller-endre/ma-du-sende-byggesoknad/tilbygg-pabygg-eller-kjeller/,https://dibk.no/globalassets/blanketter_utfyllbare/alle-blanketter/5188-melding-om-bygning-eller-tilbygg-som-er-unntatt-soknadsplikt.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/bygg-og-eiendom/skal-du-bygge-rive-eller-endre/ma-du-sende-byggesoknad/driftsbygninger-i-landbruket/,https://www.dibk.no/globalassets/blanketter_utfyllbare/alle-blanketter/5188-melding-om-bygning-eller-tilbygg-som-er-unntatt-soknadsplikt.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/bygg-og-eiendom/skal-du-bygge-rive-eller-endre/ma-du-sende-byggesoknad/endre-bruken-av-et-rom-bruksendring/,https://dibk.no/globalassets/byggeregler/h-2300_grad_av_utnytting.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/bygg-og-eiendom/skal-du-bygge-rive-eller-endre/ma-du-sende-byggesoknad/driftsbygninger-i-landbruket/,https://www.regjeringen.no/contentassets/fe55b11f67d84bc08672c87788a2df69/h-2401_garden-som-ressurs.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/samfunnsutvikling/planer/reguleringsplaner/bestill-oppstartsmote/,https://www.lillestrom.kommune.no/globalassets/pdf/planer-og-strategier/mal-stedsanalyse_pdf.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/skole-og-utdanning/spesialundervisning/logoped-til-barn/,https://www.lillestrom.kommune.no/globalassets/pdf/oppvekst/logopedtjenesten/kartlegging-av-spraklyder.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/skole-og-utdanning/spesialundervisning/logoped-til-barn/,https://www.lillestrom.kommune.no/globalassets/pdf/oppvekst/logopedtjenesten/bilder-til-kartlegging.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/skole-og-utdanning/spesialundervisning/logoped-til-barn/,https://www.lillestrom.kommune.no/globalassets/pdf/oppvekst/logopedtjenesten/munnmotorisk-hefte-2023.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/helsehjelp/helsestasjon/helsestasjon-for-barn-0-6-ar/,https://lub.no/getfile.php/1310551-1701346076/Materiell/Brosjyrer/Trygt%20sovemilj%C3%B8/LUB_Trygt_sovemilj%C3%B8_WEB_enkeltsider.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/helsehjelp/helsestasjon/helsestasjon-for-barn-0-6-ar/,https://www.helsedirektoratet.no/brosjyrer/hvordan-du-ammer-ditt-barn-noen-rad-den-forste-tiden/Hvordan%20du%20ammer%20ditt%20barn%20%E2%80%93%20Noen%20r%C3%A5d%20den%20f%C3%B8rste%20tiden.pdf/_/attachment/inline/91d67b40-bdcf-473e-886d-0404f15d0df5:e90e70a54fd689afe159f6d6f7782e29d8040ca3/Hvordan%20du%20ammer%20ditt%20barn%20%E2%80%93%20Noen%20r%C3%A5d%20den%20f%C3%B8rste%20tiden.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/helsehjelp/helsestasjon/helsestasjon-for-barn-0-6-ar/,https://www.mn.uio.no/farmasi/forskning/grupper/pharma-safe/foreldrebrosjyrer/22_brosjyre_flaskemating_2024.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/helsehjelp/helsestasjon/helsestasjon-for-barn-0-6-ar/,https://www.unicef.org.uk/babyfriendly/wp-content/uploads/sites/2/2017/11/Breastfeeding-guidance-English-for-reference.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/helsehjelp/helsestasjon/helsestasjon-for-barn-0-6-ar/,https://www.unicef.org.uk/babyfriendly/wp-content/uploads/sites/2/2018/11/Bottle-feeding-guidance-English-for-reference.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/helsehjelp/helsestasjon/helsestasjon-for-barn-0-6-ar/,https://www.helsedirektoratet.no/brosjyrer/mat-og-maltider-for-spedbarn/Mat%20og%20m%C3%A5ltider%20for%20spedbarn%20-%20bokm%C3%A5l.pdf/_/attachment/inline/146c6783-9be3-4f65-9bf3-2f916ecbee82:63ba14e73cb724846ceccca355668e2c9ddc813a/Mat%20og%20m%C3%A5ltider%20for%20spedbarn%20-%20bokm%C3%A5l.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/psykisk-helse/psykisk-helse-og-familiestotte/,https://www.lillestrom.kommune.no/globalassets/skjemaer/oppvekst/helse-barn-og-unge/henvendelse-til-familietjenesten---psykisk-helse-barn-og-unge.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/fysioterapi-og-ergoterapi/fysioterapi-og-ergoterapi-til-barn-og-unge-0-18-ar/,https://www.lillestrom.kommune.no/contentassets/76ca0c02c2f242a483edf75ecadbc8dd/aktive-barn-i-barnehagen-grovmotorikk.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/fysioterapi-og-ergoterapi/fysioterapi-og-ergoterapi-til-barn-og-unge-0-18-ar/,https://www.lillestrom.kommune.no/contentassets/76ca0c02c2f242a483edf75ecadbc8dd/aktive-barn-i-barnehagen-handmotorikk.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/natur-kultur-og-fritid/frivillighet/veteraner-i-lillestrom/veteranplan-for-lillestrom-kommune/,https://www.lillestrom.kommune.no/globalassets/pdf/kultur-miljo-og-samfunn/veteranplan-lillestrom-kommune---vedtatt-18.11.2020.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/fysioterapi-og-ergoterapi/fysioterapi-og-ergoterapi-til-barn-og-unge-0-18-ar/,https://www.lillestrom.kommune.no/globalassets/pdf/helse-og-mestring/fysio-ergo/henvendelse-til-fysio--og-ergoterapitjenester-for-barn-og-unge.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/fysioterapi-og-ergoterapi/fysioterapi-og-ergoterapi-til-barn-og-unge-0-18-ar/,https://25892275.fs1.hubspotusercontent-eu1.net/hubfs/25892275/Skjevt+hode+og+favorittside+2022.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/fysioterapi-og-ergoterapi/fysioterapi-og-ergoterapi-til-barn-og-unge-0-18-ar/,https://25892275.fs1.hubspotusercontent-eu1.net/hubfs/25892275/Skull+Asymmetry+and+Side+Preference.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/fysioterapi-og-ergoterapi/fysioterapi-og-ergoterapi-til-barn-og-unge-0-18-ar/,https://25892275.fs1.hubspotusercontent-eu1.net/hubfs/25892275/Barnets+f%C3%B8rste+leve%C3%A5r.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/brosjyrer/sma-aktive-barn/,https://25892275.fs1.hubspotusercontent-eu1.net/hubfs/25892275/Skjevt+hode+og+favorittside+2022.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/om-kommunen/17-mai/17-mai-program/,https://www.lorenskog.kommune.no/_f/p71/i1f5ceede-d298-4cdf-ad49-6fc5ddb21cf0/17-mai-presentasjon-2025.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/om-kommunen/17-mai/17-mai-program/,https://www.lorenskog.kommune.no/_f/p71/ic8e48a9d-5be2-48f9-8bf4-17e2046e3cb8/informasjon-til-togledere-og-togledsagere-ny-1.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/fjellsrud-skole/for-elever-og-foresatte/generell-informasjon-fra-skolen/ipad-regler/om-rett-til-a-klage-pa-karakter/,https://www.statsforvalteren.no/contentassets/6ace2725d87941789e02618b33237850/orientering-om-retten-til-a-klage-pa-karakter.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/ungilorenskog/fritid/svommehaller/kjenn-folkebad/booking/,https://report2.datanova.com/kjennfolkebadweberp/document/Reservasjonavtidmedklippekort.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/tjenester/barnehage-og-skole/fravarsteamet/,https://www.lorenskog.kommune.no/_f/p71/i477bd0e2-2d4d-435a-827e-e69c2b9dd95a/bekymringsfullt-fravar.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/nedsatt-funksjonsevne/arbeid-og-aktivitet/,https://www.lillestrom.kommune.no/contentassets/297dd3cf3b1341cdaeb5ae6d0d597028/brosjyre-arbeid-og-aktivitet-lillestrom-kommune.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/nedsatt-funksjonsevne/fritidsaktiviteter-med-assistanse-for-voksne-utviklingshemmede/,https://www.lillestrom.kommune.no/contentassets/76198189e9ab42c19a205dded8336745/fritidsaktiviteter-med-assistanse-for-voksne-funksjonshemmede.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/nedsatt-funksjonsevne/arbeid-og-aktivitet/,https://www.lillestrom.kommune.no/globalassets/skjemaer/helse-og-mestring/soknad-om-helse--og-omsorgstjenester.pdf
Lillestrøm,Akershus,nøytral,3205,https://www.lillestrom.kommune.no/helse-og-omsorg/nedsatt-funksjonsevne/brukerstyrt-personlig-assistanse-bpa/sok-om-brukerstyrt-personlig-assistanse-bpa/,https://www.lillestrom.kommune.no/globalassets/skjemaer/helse-og-mestring/soknad-om-helse--og-omsorgstjenester.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/asen-skole/aktuelt/vinterferieaktiviteter-i-lorenskog-kommune.151730.aspx,https://www.lorenskog.kommune.no/_f/p71/i43f7af0c-fee2-410a-8ec3-aaf4a74dc4f9/vinterferieprogram_2024_lk.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/asen-skole/aktuelt/aktiviteter-for-barn-og-unge-i-hostferien.146209.aspx,https://www.lorenskog.kommune.no/_f/p71/i7ab202b2-a193-4166-a103-9ed0f974d3d0/hostferieprogram_23_2.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/asen-skole/aktuelt/informasjon-til-skolestartere-2024-2025.153657.aspx,https://www.lorenskog.kommune.no/_f/p71/ib2eff2b7-7fb1-4468-84eb-1254147ccd12/skolerute-for-lorenskog-2024-2025-rettet.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/formannskapets-flertallsinnstilling-arsbudsjett-for-2021-og-okonomiplan-for-2021-2024.115712.aspx,https://www.lorenskog.kommune.no/_f/p-1/iacf7b9d7-68c7-42ba-87cc-700a3109ae14/okonomiplan-2021-2024-lorenskog-formannskapets-flertallsinnstilling.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/asen-skole/aktuelt/velkommen-til-17-mai-pa-asen-skole.153909.aspx,https://www.lorenskog.kommune.no/asen-skole/_f/p113/i1c01fe31-54ad-4022-9d8a-6f8e1be0605a/17-mai-program.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/er-du-klar-hvis-en-krise-skulle-oppsta-lar-mer-om-egenberedskap.124765.aspx,https://www.sikkerhverdag.no/globalassets/din-beredskap/brosjyrer-alle-sprak/dsb-egenberedskap-bokmal-uu-web_ny.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/vanskelige-valg-foran-oss-kommunedirektorens-nyhetsbrev-til-ansatte-august-2024.155179.aspx,https://www.agendakaupang.no/wp-content/uploads/2024/08/Metodebeskrivelse-Norges-best-styrte-kommuner-Kvalitetsindeksen-2024_Agenda-Kaupang-12.08.24.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/vanskelige-valg-foran-oss-kommunedirektorens-nyhetsbrev-til-ansatte-august-2024.155179.aspx,https://www.lorenskog.kommune.no/_f/p71/i9ec58f27-a8dc-43d7-b18b-d8678dae9648/3029-lorenskog_2024_endelig-kommunebarometer-1.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/verdens-vanndag-2024-water-for-peace.153082.aspx,https://publikasjoner.nve.no/veileder/2019/veileder2019_02.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/horing-forslag-til-kommuneplanens-arealdel.134577.aspx,https://www.lorenskog.kommune.no/_f/p-1/ie608176c-e2a5-48e2-a20b-cc7cd8fa7ceb/invitasjon_innbyggermote-18102022.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/skoleruta.121562.aspx,https://www.lorenskog.kommune.no/_f/p71/ib2eff2b7-7fb1-4468-84eb-1254147ccd12/skolerute-for-lorenskog-2024-2025-rettet.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/skoleruta.121562.aspx,https://www.lorenskog.kommune.no/_f/p-1/i423d21f5-12f6-474f-8312-0a5da38d2b2e/skolerute-for-lorenskog-2025-2026-endelig.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/kommunedirektorens-forslag-til-arsbudsjett-og-okonomiplan-2023-2026.136580.aspx,https://www.lorenskog.kommune.no/_f/p71/i9e4d395e-21a1-4404-aced-6bfc0db29f75/gebyrer-og-brukerbetaling-2023.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/kommunedirektorens-forslag-til-arsbudsjett-og-okonomiplan-2023-2026.136580.aspx,https://www.lorenskog.kommune.no/_f/p71/i77683df8-46b1-4a34-aac6-b1fe5e1efea0/kostra-2021-nokkeltallsanalyse.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/kommunedirektorens-forslag-til-arsbudsjett-og-okonomiplan-2023-2026.136580.aspx,https://www.lorenskog.kommune.no/_f/p71/i784f38cd-8c49-4076-856f-498562c37853/momentum-budsjettnotat-lorenskog-kommune-2023.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/lorenskog-kommunes-arkitekturpris.138765.aspx,https://www.lorenskog.kommune.no/_f/p71/i6902ba4a-f4d2-4b6f-81cd-7ac79e1e00c3/statutter-lorenskog-kommunes-arkitekturpris-002.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/et-levende-sentrum-i-lorenskog.144019.aspx,https://www.lorenskog.kommune.no/_f/p71/i406bb85c-abf7-455f-92e2-f463225e6ae1/sluttrapport-kick-start-lorenskog-221030.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/et-levende-sentrum-i-lorenskog.144019.aspx,https://www.lorenskog.kommune.no/_f/p71/i7ffffcb5-5f2a-42f8-b289-84eb3f66b4d8/presentasjon-verksted-levende-sentrum-12-juni-2023.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/oppvekstplanen/tiltak-mot-fattigdom-i-barnefamilier/,https://www.regjeringen.no/contentassets/42fc032208724215886755da5d165f1e/folder_fritidserklaeringen.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/dom-i-sak-om-tilknytningsgebyr-for-avfallssug-og-konsekvensen-av-denne.140461.aspx,https://www.lorenskog.kommune.no/_f/p-1/id2e4290f-9317-4971-9648-d0c05c76f6ab/2022-12-16-romerike-og-glamdal-tingretts-dom.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/oppstart-av-planarbeid-og-planprogram-for-asen-og-lokenasen-presentasjon-fra-innbyggermotet-11-januar.139336.aspx,https://www.lorenskog.kommune.no/_f/p71/icb0bb150-1109-4e14-9a6c-7cf27658e28e/apent-mote-11-januar-23.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/formannskapets-flertallsinnstilling-arsbudsjett-for-2023-og-okonomiplan-for-2023-2026.137448.aspx,https://www.lorenskog.kommune.no/_f/p71/i9872efb4-0b32-4015-9ba8-77c5ebd37f79/okonomiplan-2023-2026-formannskapets-flertallsinnstilling.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/samfunnsutvikling/folkehelse/,https://www.lorenskog.kommune.no/_f/p71/i42d1c3e0-1496-439b-aa9c-9d67b91d8876/folkehelseprofil-2024-lorenskog.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/vi-legger-ut-eiendomsskattelister-til-offentlig-ettersyn.127895.aspx,https://www.lorenskog.kommune.no/_f/p71/i0f1aa6e8-29b9-4cc5-8cdb-d6632436f570/skattelisteoffentligettersyn_20230213_0735-ny.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategi-for-kultur-kulturplanen/,https://www.lorenskog.kommune.no/_f/p71/ic313fd21-c5f2-4d99-a751-48a9e7e106c0/handlingsplan-kulturplan_strategi.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategisk-plan-for-helse-omsorg-og-mestring-2022-2026/mestring/,https://www.regjeringen.no/contentassets/f53f98fa3d3e476b84b6e36438f5f7af/strategi_for_god_psykisk-helse_250817.pdf
Asker,Akershus,nøytral,3203,https://www.asker.kommune.no/sosiale-tjenester-og-boliger/asker-velferdslab/,http://biblioteket.husbanken.no/arkiv/dok/Komp/Erfartinger%20fra%20forsok%20med%20velferdslab%20i%20asker%20kommune.pdf
Asker,Akershus,nøytral,3203,https://www.asker.kommune.no/sosiale-tjenester-og-boliger/asker-velferdslab/,http://biblioteket.husbanken.no/arkiv/dok/Komp/Folgenotat%20til%20videreutviklet%20effektmodell%20for%20asker%20velferdslab.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategisk-plan-for-helse-omsorg-og-mestring-2022-2026/helsefremming-og-forebygging/,https://www.regjeringen.no/contentassets/08948819b8244ec893d90a66deb1aa4a/vi-de-parorende.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategisk-plan-for-helse-omsorg-og-mestring-2022-2026/helsefremming-og-forebygging/,https://www.lorenskog.kommune.no/_f/p71/if7f55682-aa08-4ec0-b95a-c4bb447c74bc/folkehelseoversikt-2021-2024-oppdatert-mars-2023-1.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategisk-plan-for-helse-omsorg-og-mestring-2022-2026/helsefremming-og-forebygging/,https://www.lorenskog.kommune.no/_f/p71/i85028d60-71cf-4ae0-9cd5-e061297ba58d/folkehelseprofil-2022-lorenskog.pdf
Asker,Akershus,nøytral,3203,https://www.asker.kommune.no/sosiale-tjenester-og-boliger/asker-velferdslab/asker-welfare-lab/,https://www.asker.kommune.no/contentassets/ad703ae5bea04910b2f6de068c30a26d/presentation_the_welfare_lab.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategi-for-kultur-kulturplanen/naring-miljo-og-barekraft/,https://www.lorenskog.kommune.no/_f/p71/i147830a6-01f5-4f8e-a87f-1ec392a7a2ff/naringsplan-lorenskog-kommune-2019-2022.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategi-for-kultur-kulturplanen/naring-miljo-og-barekraft/,https://www.lorenskog.kommune.no/_f/p71/i49d69fec-dda7-4b4a-89ac-53bc9e62f8df/temaplan-landbruk.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategi-for-kultur-kulturplanen/naring-miljo-og-barekraft/,https://www.lorenskog.kommune.no/_f/p71/i4be3821d-39a2-4869-b089-07179167a941/temaplan-klima-og-energi-del-1-vedtatt-og-datert-15-mars-2017.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategisk-plan-for-helse-omsorg-og-mestring-2022-2026/en-fremtid-av-muligheter/,https://www.regjeringen.no/contentassets/d4f0e16ad32e4bbd8d8ab5c21445a5dc/no/pdfs/stm200820090047000dddpdfs.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategisk-plan-for-helse-omsorg-og-mestring-2022-2026/en-fremtid-av-muligheter/,https://www.lorenskog.kommune.no/_f/p71/if744da17-4d2f-4419-9d93-a9710eaa8e1f/hom-kostnader-mot-2034.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategisk-plan-for-helse-omsorg-og-mestring-2022-2026/en-fremtid-av-muligheter/,https://www.lorenskog.kommune.no/_f/p71/ia4dc6ca1-8ba0-460d-b61e-43398706198b/kostra-2021-nokkeltallsanalyse.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/trygghetsuka-2023.138245.aspx,https://www.lorenskog.kommune.no/_f/p71/i7ebd8309-dc5c-416b-bd2e-11432654a271/trygghetsuka_2023.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/arsbudsjett-2023-okonomiplan-2023-2026-kommunestyrets-vedtak-og-verbalvedtak.138617.aspx,https://www.lorenskog.kommune.no/_f/p71/ia73537c3-5deb-458c-8682-aad52ffa38dd/kommunestyrets-vedtak-arsbudsjett-2023-og-okonomiplan-2023-2026.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/stort-engasjement-pa-innbyggermote.135137.aspx,https://www.lorenskog.kommune.no/_f/p-1/i664cd8b5-93f6-44d9-9e7c-496694ce1f71/presentasjon-innbyggermote-18102022-final.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/eiendomsskattelister-til-offentlig-ettersyn-2024.152209.aspx,https://www.lorenskog.kommune.no/_f/p71/i51558e50-0c6d-4ab1-a4ab-c33946c5200f/skattelisteoffentligettersyn_20240214_1336.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/helhetlig-styring-i-lorenskog-kommune.149677.aspx,https://www.lorenskog.kommune.no/_f/p71/i8ce13d60-7436-4a7d-8f10-c6a669db2f02/helhetlig-styring-i-lorenskog-kommune.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/forslag-til-budsjett-2024-og-okonomiplan-2024-2027.149787.aspx,https://www.lorenskog.kommune.no/_f/p71/i6e38b467-06d3-454d-99af-16a4ae8dd8a8/formannskapets-flertallsinnstilling.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/forslag-til-budsjett-2024-og-okonomiplan-2024-2027.149787.aspx,https://www.lorenskog.kommune.no/_f/p71/i3e2aa82a-25b9-4270-9709-0d6421cff640/forslag-fra-lorenskog-arbeiderparti.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/forslag-til-budsjett-2024-og-okonomiplan-2024-2027.149787.aspx,https://www.lorenskog.kommune.no/_f/p71/i4fbd8480-836e-4cad-89df-a30e5a0bff3e/forslag-fra-sv.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/strategisk-plan-for-helse-omsorg-og-mestring-2022-2026/introduksjon/,https://www.regjeringen.no/contentassets/d4f0e16ad32e4bbd8d8ab5c21445a5dc/no/pdfs/stm200820090047000dddpdfs.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/arbeid-med-strategi-for-naturmangfold.144884.aspx,https://www.lorenskog.kommune.no/_f/p71/ibcae531d-591b-438e-bff9-5d16217aaaab/innspill-naturmangfold-rapport-hosten-2023.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/aktuelt/arbeid-med-strategi-for-naturmangfold.144884.aspx,https://biofokus.no/wp-content/uploads/2022/02/biofokusrapport2021-030.pdf
Lørenskog,Akershus,nøytral,3222,https://www.lorenskog.kommune.no/postliste-og-innsyn/kommunens-planer/folkehelseoversikt-2024-2027/,https://www.lorenskog.kommune.no/_f/p71/i5562ceb4-0dd9-4d3e-8d35-e8481cfa28c3/folkehelseoversikt-2024-2027-lorenskog-kommune-oppdatert-august-2024.pdf
