kommune_navn,fylke,målform,kommune_nr,from_url,pdf_link
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2018%2Fbr2%2F2018052953-1953991.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=03c2ca96d6c642d89174c741d018819c_29892fa1b6b62230bc3459532c5bcb2a.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/skole-og-utdanning/skoleoversikt-og-skolekrets/skolekrets-ungdomsskole/,https://www.oslo.kommune.no/getfile.php/13518354-1723534047/Tjenester%20og%20tilbud/Skole%20og%20utdanning/Skoler%20og%20skoletilh%C3%B8righet/Skolekrets/Beslutning%20nye%20skolekretser%202017%20ungdomstrinnet/Skoletilh%C3%B8righet%20p%C3%A5%20ungdomstrinnet%20skole%C3%A5ret%202017-2018%20-%20beslutning.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=96d748ab23d9494e81ba8a14d6686d95_0b53f99e6c5ea0048e4d72a9ddfce088.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/skole-og-utdanning/skoleoversikt-og-skolekrets/skolekrets-ungdomsskole/,https://www.oslo.kommune.no/getfile.php/13489270-1695820669/Tjenester%20og%20tilbud/Skole%20og%20utdanning/Skoler%20og%20skoletilh%C3%B8righet/Skolekrets/Beslutning%20-%20Ungdomsskoletilh%C3%B8righet%20Hasle%20skole%20fra%20skolestart%202024.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=2d886457d3004034a6f95ecb7bf6d7bb_8b8c80bae3ed04e56bd1d358fab57cae.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/skole-og-utdanning/skoleoversikt-og-skolekrets/skolekrets-ungdomsskole/,https://www.oslo.kommune.no/getfile.php/13489273-1695820672/Tjenester%20og%20tilbud/Skole%20og%20utdanning/Skoler%20og%20skoletilh%C3%B8righet/Skolekrets/Oppdatering%20-%20Ungdomsskoletilh%C3%B8righet%20for%20Holmen%20skole%20-%20Beslutning.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/skole-og-utdanning/skoleoversikt-og-skolekrets/skolekrets-ungdomsskole/,https://www.oslo.kommune.no/getfile.php/13528132-1736838131/Tjenester%20og%20tilbud/Skole%20og%20utdanning/Skoler%20og%20skoletilh%C3%B8righet/Skolekrets/16-00457-132%20Skoletilh%C3%B8righet%20p%C3%A5%20ungdomstrinnet%20skole%C3%A5ret%202017-2018%20-%20beslutning%20%20959876_20_1%20%281%29.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=e118d0935036490b9f9929b1d659e9c1_9c36a41e2bfeddd5d78b4ac61a6d6731.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=45a35206fb3649ba80e84143345e9ac3_47585c88b8e0826ea5ca1315825a5dd7.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/skole-og-utdanning/skoleoversikt-og-skolekrets/skolekrets-ungdomsskole/,https://www.oslo.kommune.no/getfile.php/13396979-1614253084/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Etater%2C%20foretak%20og%20ombud/Utdanningsetaten/Kunngj%C3%B8ringer/Endring%20av%20ungdomsskoletilh%C3%B8righet%20for%20Sk%C3%B8yen%20skole%20-%20beslutning%20%28L%29%285099749%29.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/skole-og-utdanning/skoleoversikt-og-skolekrets/skolekrets-ungdomsskole/,https://www.oslo.kommune.no/getfile.php/13349286-1573737672/Tjenester%20og%20tilbud/Skole%20og%20utdanning/Skoler%20og%20skoletilh%C3%B8righet/Skolekrets/Beslutning%20nye%20skolekretser%202017%20ungdomstrinnet/Endring%20av%20ungdomsskoletilh%C3%B8righet%20for%20Slemdal%20skole%20-%20beslutning%20%28L%29.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2019_06%2F1313828_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2020_09%2F1373831_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/skole-og-utdanning/skoleoversikt-og-skolekrets/skolekrets-ungdomsskole/,https://www.oslo.kommune.no/getfile.php/13466567-1667890383/Tjenester%20og%20tilbud/Skole%20og%20utdanning/Skoler%20og%20skoletilh%C3%B8righet/Skolekrets/Ungdomsskoletilh%C3%B8righet%20Voldsl%C3%B8kka%20og%20Bentsebrua/Ungdomsskoletilh%C3%B8righet%20for%20Voldsl%C3%B8kka%20og%20Bentsebrua%20skoler%20-%20beslutning%281%29.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13425791-1637067704/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tilleggsinnstilling%202022/TI%202022%20Vedlegg%207%20Skolebehovsplan%202022-2031.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=a76fe86e7d704d3d8aeea65154a402f8_149807f470734fe967c0b787e235fb0a.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2017_06%2F1207102_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2017_12%2F1231709_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=26f88d8e94754500b926ad0d4fd333c2_bacc4718f50b2d03558fe9ecc952d49a.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=d5edcbeac0844e98bd1ad280ac8a501f_a4c794b34d5a11a8af030115188d5bff.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=9ecc9a48b48a40f3a95e35fd31e3f071_063d1ba489d92b87425012f7c333d5f5.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=1d186f2eca6440f0a68733b81698868c_0d9cdadf853bf4c6b9dfa4474c3a0dd3.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2019_05%2F1308121_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2019_08%2F1317936_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2018_11%2F1279742_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2018_01%2F1234115_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2018_05%2F1251252_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13310004-1548060305/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Byutvikling/Bilfritt%20byliv/20181015_Vedtatt%20Handlingsprogram%20for%20%C3%B8kt%20byliv.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2018_09%2F1265378_2_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13489224-1695730038/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202024/Budsjettforslag%202024/Temaplan%20for%20Oslo%20kommunes%20behov%20for%20kommunale%20boliger%202024-2033.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13508994-1712749406/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202024/Kommunens%20vedtatte%20budsjett%202024/Vedtatt%20budsjett%202024-2027%20Dok%203%20PDF.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13452654-1654694941/Tjenester%20og%20tilbud/Plan%2C%20bygg%20og%20eiendom/Byggesaksveiledere%2C%20normer%20og%20skjemaer/Strategi%20for%20gr%C3%B8nne%20tak%20og%20fasader.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=75d833d781884bea8d2ca0b4e97810f4_f8ef5deb5c383ed560a50120114cf866.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2017_04%2F1193974_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2017_06%2F1206640_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2016_12%2F1175805_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2017_06%2F1206638_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2015_10%2F1117243_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2016_05%2F1144712_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13114975-1458287220/Tjenester%20og%20tilbud/Plan%2C%20bygg%20og%20eiendom/Overordnede%20planer/Regional%20plan%20for%20areal%20og%20transport%20i%20Oslo%20og%20Akershus.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2015_12%2F1126435_2_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2014%2Fbr2%2F2014016298-1288844.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2Fjournals+225000%2F1967607_131.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2014_09%2F1067574_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2014_12%2F1083158_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2015_04%2F1098909_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2013_07%2F1011725_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/131597-1443696264/Tjenester%20og%20tilbud/Plan%2C%20bygg%20og%20eiendom/Byggesaksveiledere%2C%20normer%20og%20skjemaer/Belysningsplan%20for%20Oslo%20sentrum.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2011_04%2F952966_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/131685-1553524507/Tjenester%20og%20tilbud/Plan%2C%20bygg%20og%20eiendom/Overordnede%20planer/Kommunedelplaner/Kommunedelplan%2017%3A%20Torg%20og%20m%C3%B8teplasser.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/131679-1553524720/Tjenester%20og%20tilbud/Plan%2C%20bygg%20og%20eiendom/Overordnede%20planer/Kommunedelplaner/Kommunedelplan%2014%3A%20Varehandel%20del%202.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/131600-1444828344/Tjenester%20og%20tilbud/Plan%2C%20bygg%20og%20eiendom/Byggesaksveiledere%2C%20normer%20og%20skjemaer/Estetisk%20plan%20-%20Designh%C3%A5ndbok%20for%20Oslo%20sentrum.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2009_04%2F911079_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/131019-1443696350/Tjenester%20og%20tilbud/Plan%2C%20bygg%20og%20eiendom/Byggesaksveiledere%2C%20normer%20og%20skjemaer/Skilt-%20og%20reklameplan%20for%20Oslo%2C%20juridisk%20bindende.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/statistikk/trafikkstoy/,https://www.oslo.kommune.no/getfile.php/13300984-1540474376/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Milj%C3%B8%20og%20klima/Handlingsplaner%20og%20strategier/Handlingsplan%20mot%20st%C3%B8y%20i%20Oslo%20byomr%C3%A5de.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2009_06%2F914557_2_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2008%2Fbr1%2F2008007213-742157.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2006%2Fbr1%2F2006018948-21.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/gate-transport-og-parkering/stoy/sok-dispensasjon-fra-stoyforskriften/,https://www.regjeringen.no/contentassets/25867b21b2ad4780be3d959b626f8e12/t-1442_2016.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2018%2Fbr1%2F2017042343-1825211.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2018_06%2F1256852_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2005%2Fbr1%2F2004021753-1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2006%2Fbr1%2F2005027802-16.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2006%2Fbr1%2F2006017687-4.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=c44818b0461644fa9f04069c5c44815a_e9b0296104c151f0733320e252f8748c.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=82864d03e2354f24a327cc40a9eaa72f_c60266b84605ad52023b846d38030514.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=00a2cbb8d49f4c7aaac8fec37829d793_65dea273fab3b5ea766ac5f06527bf20.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13482714-1688027024/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Sentrale%20planer%20og%20styringsdokumenter/Helhetlig%20rehabilitering%20til%20voksne%20og%20eldre%20i%20Oslo.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13482711-1687946582/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Sentrale%20planer%20og%20styringsdokumenter/Byr%C3%A5dssak%202632022%20-%20Helhetlig%20rehabilitering%20til%20voksne%20og%20eldre%20i%20Oslo%20-%20Temaplan%202023-2033.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13474659-1694521494/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Sentrale%20planer%20og%20styringsdokumenter/Strategi%20for%20rekruttering%20og%20kompetanse%20%28digital%29.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13468614-1715756834/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Sentrale%20planer%20og%20styringsdokumenter/20221207%20Handlingsplan_seksuell_reproduktiv_helse_Oslo.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2019_12%2F1337955_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2020_04%2F1354956_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13524505-1731494793/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Satsingsomr%C3%A5der%20og%20prosjekter/SaLTo%20Handlingsprogram%202023-2025.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2018_06%2F1255683_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13524499-1731494653/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Satsingsomr%C3%A5der%20og%20prosjekter/%C3%85rsrapportering%20SaLTo%202024.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2017_05%2F1199116_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13510858-1717651855/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Etater%2C%20foretak%20og%20ombud/Velferdsetaten/Fagrapporter%20rusomsorg/Trygge%20digitale%20rom%20veileder.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/tobias2022.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2018_03%2F1239821_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13511179-1715151602/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Salto%20-%20sammen%20lager%20vi%20et%20trygt%20Oslo/Rapporter%20og%20veiledere/Barne-%20og%20ungdomskriminaliteten%20i%20Oslo%202023.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/plan-bygg-og-eiendom/skal-du-bygge-rive-eller-endre/ma-du-sende-byggesoknad/separat-boenhet/,https://www.oslo.kommune.no/getfile.php/131016-1444739460/Tjenester%20og%20tilbud/Plan%2C%20bygg%20og%20eiendom/Byggesaksveiledere%2C%20normer%20og%20skjemaer/Rolleveileder%20i%20byggesaker.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/tobias2021.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2015_05%2F1101512_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13521300-1727943951/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Salto%20-%20sammen%20lager%20vi%20et%20trygt%20Oslo/Sluttrapport_OSLO_SNAKKER%202024.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/tobias2020.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2015_08%2F1111680_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13521314-1727944797/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Salto%20-%20sammen%20lager%20vi%20et%20trygt%20Oslo/Statistikk%20Oslo%20snakker%202024.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/tobias2019.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/tobias2018.pdf
